reaction_id,reaction_name,subsystem,knockout_flux,baseline_flux,flux_ratio,growth_pct,impact,status,num_genes,gene_ids,gene_names,equation
HMR_2607,Carnitine O-Acetyltransferase,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,1376.1;1384.1,G_1376__46__1;G_1384__46__1,M03049[m] + coa[m] <=> M03050[m] + crn[m]
HMR_2624,HMR_2624,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,114571.1;6583.1;123096.1;6580.1;788.1,G_114571__46__1;G_6583__46__1;G_123096__46__1;G_6580__46__1;G_788__46__1,crn[c] + ptdcacrn[m] <=> crn[m] + ptdcacrn[c]
HMR_2635,Carnitine O-Acetyltransferase,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,1376.1;1384.1,G_1376__46__1;G_1384__46__1,M01191[m] + crn[m] <=> coa[m] + hdd2crn[m]
HMR_2660,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,1375.1;126129.1;1374.1,G_1375__46__1;G_126129__46__1;G_1374__46__1,coa[c] + vacccrn[c] <=> crn[c] + vacccoa[c]
HMR_2659,Carnitine O-Acetyltransferase,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,1376.1;1384.1,G_1376__46__1;G_1384__46__1,M00020[m] + crn[m] <=> coa[m] + odecrn[m]
ILEtec,Transport of L-Isoleucine  via Diffusion,"Transport, extracellular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,8501.1;124935.1,G_8501__46__1;G_124935__46__1,ile_L[e] <=> ile_L[c]
INSt,Transport of Inosine (Diffusion),"Transport, extracellular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,3177.1;2030.1,G_3177__46__1;G_2030__46__1,ins[e] <=> ins[c]
INSt4,Transport of Inosine via Sodium Symport,"Transport, extracellular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,9153.1;64078.1,G_9153__46__1;G_64078__46__1,ins[e] + na1[e] --> ins[c] + na1[c]
INSTt2r,Transport of Inositol via Proton Symport,"Transport, extracellular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,1,114134.1,G_114134__46__1,h[e] + inost[e] <=> h[c] + inost[c]
HMR_2657,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,1375.1;126129.1;1374.1,G_1375__46__1;G_126129__46__1;G_1374__46__1,M00020[c] + crn[c] <=> coa[c] + odecrn[c]
HMR_2655,HMR_2655,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,114571.1;6583.1;123096.1;6580.1;788.1,G_114571__46__1;G_6583__46__1;G_123096__46__1;G_6580__46__1;G_788__46__1,crn[c] + stcrn[m] <=> crn[m] + stcrn[c]
HMR_2653,Carnitine O-Acetyltransferase,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,1376.1;1384.1,G_1376__46__1;G_1384__46__1,M01237[m] + crn[m] <=> M02103[m] + coa[m]
HMR_2652,HMR_2652,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,114571.1;6583.1;123096.1;6580.1;788.1,G_114571__46__1;G_6583__46__1;G_123096__46__1;G_6580__46__1;G_788__46__1,M02103[m] + crn[c] <=> M02103[c] + crn[m]
HMR_2651,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,1375.1;126129.1;1374.1,G_1375__46__1;G_126129__46__1;G_1374__46__1,M01237[c] + crn[c] <=> M02103[c] + coa[c]
KAS8,"B-Ketoacyl Synthetase (Palmitate, N-C16:0)",Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,4,54898.1;79071.1;2194.1;60481.1,G_54898__46__1;G_79071__46__1;G_2194__46__1;G_60481__46__1,accoa[c] + 20.0 h[c] + 7.0 malcoa[c] + 14.0 nadph[c] --> 7.0 co2[c] + 8.0 coa[c] + 6.0 h2o[c] + hdca[c] + 14.0 nadp[c]
KCC2t,K+-Cl- Symporter (NH4+),"Transport, extracellular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,10723.1;9990.1;6560.1,G_10723__46__1;G_9990__46__1;G_6560__46__1,cl[e] + nh4[e] <=> cl[c] + nh4[c]
HMR_2650,Carnitine O-Acetyltransferase,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,1376.1;1384.1,G_1376__46__1;G_1384__46__1,M00004[m] + crn[m] <=> M02102[m] + coa[m]
HMR_2649,HMR_2649,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,114571.1;6583.1;123096.1;6580.1;788.1,G_114571__46__1;G_6583__46__1;G_123096__46__1;G_6580__46__1;G_788__46__1,M02102[m] + crn[c] <=> M02102[c] + crn[m]
HMR_2648,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,1375.1;126129.1;1374.1,G_1375__46__1;G_126129__46__1;G_1374__46__1,M00004[c] + crn[c] <=> M02102[c] + coa[c]
HMR_2644,HMR_2644,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,114571.1;6583.1;123096.1;6580.1;788.1,G_114571__46__1;G_6583__46__1;G_123096__46__1;G_6580__46__1;G_788__46__1,crn[c] + hpdcacrn[m] <=> crn[m] + hpdcacrn[c]
HMR_2633,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,1375.1;126129.1;1374.1,G_1375__46__1;G_126129__46__1;G_1374__46__1,M01191[c] + crn[c] <=> coa[c] + hdd2crn[c]
HMR_2606,HMR_2606,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,114571.1;6583.1;123096.1;6580.1;788.1,G_114571__46__1;G_6583__46__1;G_123096__46__1;G_6580__46__1;G_788__46__1,M03049[m] + crn[c] <=> M03049[c] + crn[m]
HMR_2605,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,1375.1;126129.1;1374.1,G_1375__46__1;G_126129__46__1;G_1374__46__1,M03049[c] + coa[c] <=> M03050[c] + crn[c]
HMR_2604,Carnitine O-Acetyltransferase,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,1376.1;1384.1,G_1376__46__1;G_1384__46__1,M01729[m] + coa[m] <=> crn[m] + ddcacoa[m]
HMR_2356,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,9524.1;253017.1,G_9524__46__1;G_253017__46__1,M03011[c] + h[c] + nadph[c] --> M00006[c] + nadp[c]
HMR_2359,HMR_2359,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,3992.1;3995.1;9415.1,G_3992__46__1;G_3995__46__1;G_9415__46__1,h[c] + nadph[c] + o2[c] + odecoa[c] --> 2.0 h2o[c] + lneldccoa[c] + nadp[c]
HMR_2361,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,7,6785.1;79071.1;60481.1;64834.1;54898.1;79993.1;83401.1,G_6785__46__1;G_79071__46__1;G_60481__46__1;G_64834__46__1;G_54898__46__1;G_79993__46__1;G_83401__46__1,h[c] + lneldccoa[c] + malcoa[c] --> M00871[c] + co2[c] + coa[c]
HMR_2362,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,1,51144.1,G_51144__46__1,M00871[c] + h[c] + nadph[c] --> M00704[c] + nadp[c]
HMR_2363,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,192286.1;9200.1;401494.1;201562.1;51495.1,G_192286__46__1;G_9200__46__1;G_401494__46__1;G_201562__46__1;G_51495__46__1,M00704[c] --> M03017[c] + h2o[c]
HMR_2364,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,9524.1;253017.1,G_9524__46__1;G_253017__46__1,M03017[c] + h[c] + nadph[c] --> M00123[c] + nadp[c]
HMR_2365,HMR_2365,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,3992.1;3995.1;9415.1,G_3992__46__1;G_3995__46__1;G_9415__46__1,M00123[c] + h[c] + nadph[c] + o2[c] --> M00101[c] + 2.0 h2o[c] + nadp[c]
HMR_2368,"Linoleoyl Coenzyme A, Ferrocytochrome B5:Oxygen Oxidoreductase (6, 7 Cis-Dehydrogenating)",Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,3992.1;3995.1;9415.1,G_3992__46__1;G_3995__46__1;G_9415__46__1,h[c] + lnlccoa[c] + nadph[c] + o2[c] --> 2.0 h2o[c] + lnlncgcoa[c] + nadp[c]
HMR_2374,HMR_2374,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,0,,,CE4793[c] + h[c] + nadph[c] --> CE4791[c] + nadp[c]
HMR_2376,HMR_2376,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,0,,,CE4791[c] --> CE5114[c] + h2o[c]
HMR_2380,HMR_2380,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,3992.1;3995.1;9415.1,G_3992__46__1;G_3995__46__1;G_9415__46__1,dlnlcgcoa[c] + h[c] + nadph[c] + o2[c] --> arachdcoa[c] + 2.0 h2o[c] + nadp[c]
HMR_2391,HMR_2391,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,0,,,CE4835[c] + h[c] + nadph[c] --> adrncoa[c] + nadp[c]
HMR_2395,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,7,6785.1;79071.1;60481.1;64834.1;54898.1;79993.1;83401.1,G_6785__46__1;G_79071__46__1;G_60481__46__1;G_64834__46__1;G_54898__46__1;G_79993__46__1;G_83401__46__1,adrncoa[c] + h[c] + malcoa[c] --> CE4834[c] + co2[c] + coa[c]
HMR_2433,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,7,6785.1;79071.1;60481.1;64834.1;54898.1;79993.1;83401.1,G_6785__46__1;G_79071__46__1;G_60481__46__1;G_64834__46__1;G_54898__46__1;G_79993__46__1;G_83401__46__1,CE4843[c] + h[c] + malcoa[c] --> M00860[c] + co2[c] + coa[c]
HMR_2434,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,1,51144.1,G_51144__46__1,M00860[c] + h[c] + nadph[c] --> M00085[c] + nadp[c]
HMR_2435,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,192286.1;9200.1;401494.1;201562.1;51495.1,G_192286__46__1;G_9200__46__1;G_401494__46__1;G_201562__46__1;G_51495__46__1,M00085[c] --> M03008[c] + h2o[c]
HMR_2457,Unspecific Monooxygenase,Linoleate metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,28,1573.1;11283.1;199974.1;260293.1;1571.1;29785.1;57834.1;1588.1;1576.1;1553.1,G_1573__46__1;G_11283__46__1;G_199974__46__1;G_260293__46__1;G_1571__46__1;G_29785__46__1;G_57834__46__1;G_1588__46__1;G_1576__46__1;G_1553__46__1,h[c] + lnlc[c] + nadph[c] + o2[c] --> C14826[c] + h2o[c] + nadp[c]
HMR_2355,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,192286.1;9200.1;401494.1;201562.1;51495.1,G_192286__46__1;G_9200__46__1;G_401494__46__1;G_201562__46__1;G_51495__46__1,M00699[c] --> M03011[c] + h2o[c]
HMR_2354,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,1,51144.1,G_51144__46__1,M00839[c] + h[c] + nadph[c] --> M00699[c] + nadp[c]
HMR_2353,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,7,6785.1;79071.1;60481.1;64834.1;54898.1;79993.1;83401.1,G_6785__46__1;G_79071__46__1;G_60481__46__1;G_64834__46__1;G_54898__46__1;G_79993__46__1;G_83401__46__1,M01236[c] + h[c] + malcoa[c] --> M00839[c] + co2[c] + coa[c]
HMR_2350,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,9524.1;253017.1,G_9524__46__1;G_253017__46__1,M03018[c] + h[c] + nadph[c] --> M01236[c] + nadp[c]
HMR_2603,HMR_2603,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,114571.1;6583.1;123096.1;6580.1;788.1,G_114571__46__1;G_6583__46__1;G_123096__46__1;G_6580__46__1;G_788__46__1,M01729[m] + crn[c] <=> M01729[c] + crn[m]
HMR_2602,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,1375.1;126129.1;1374.1,G_1375__46__1;G_126129__46__1;G_1374__46__1,M01729[c] + coa[c] <=> crn[c] + ddcacoa[c]
HMR_2585,Prostaglandin-Endoperoxide Synthase,"Transport, nuclear",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,5743.1;5742.1,G_5743__46__1;G_5742__46__1,h[c] + nadph[c] + o2[c] + tmndnc[c] --> CE7090[c] + h2o[c] + nadp[c]
HMR_2582,Prostaglandin-Endoperoxide Synthase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,5743.1;1155.1;5742.1,G_5743__46__1;G_1155__46__1;G_5742__46__1,h[n] + nadph[n] + 2.0 o2[n] + tmndnc[n] --> CE7088[n] + h2o[n] + nadp[n]
HMR_2581,Prostaglandin-Endoperoxide Synthase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,5743.1;1155.1;5742.1,G_5743__46__1;G_1155__46__1;G_5742__46__1,h[c] + nadph[c] + 2.0 o2[c] + tmndnc[c] --> CE7088[c] + h2o[c] + nadp[c]
HMR_2571,HMR_2571,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,0,,,CE7081[r] + h2o[r] <=> CE7091[r] + 2.0 h[r]
HMR_2569,HMR_2569,"Transport, endoplasmic reticular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,0,,,tmndnc[c] <=> tmndnc[r]
HMR_2564,HMR_2564,"Transport, nuclear",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,0,,,tmndnc[c] <=> tmndnc[n]
HMR_2661,HMR_2661,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,114571.1;6583.1;123096.1;6580.1;788.1,G_114571__46__1;G_6583__46__1;G_123096__46__1;G_6580__46__1;G_788__46__1,crn[c] + vacccrn[m] <=> crn[m] + vacccrn[c]
HMR_2543,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,9524.1;253017.1,G_9524__46__1;G_253017__46__1,M03006[c] + h[c] + nadph[c] --> M00343[c] + nadp[c]
HMR_2541,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,1,51144.1,G_51144__46__1,M00862[c] + h[c] + nadph[c] --> M00712[c] + nadp[c]
HMR_2540,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,7,6785.1;79071.1;60481.1;64834.1;54898.1;79993.1;83401.1,G_6785__46__1;G_79071__46__1;G_60481__46__1;G_64834__46__1;G_54898__46__1;G_79993__46__1;G_83401__46__1,M00012[c] + h[c] + malcoa[c] --> M00862[c] + co2[c] + coa[c]
HMR_2537,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,9524.1;253017.1,G_9524__46__1;G_253017__46__1,M03005[c] + h[c] + nadph[c] --> M00012[c] + nadp[c]
HMR_2535,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,192286.1;9200.1;401494.1;201562.1;51495.1,G_192286__46__1;G_9200__46__1;G_401494__46__1;G_201562__46__1;G_51495__46__1,M00086[c] --> M03005[c] + h2o[c]
HMR_2533,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,1,51144.1,G_51144__46__1,M00869[c] + h[c] + nadph[c] --> M00086[c] + nadp[c]
HMR_2349,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,192286.1;9200.1;401494.1;201562.1;51495.1,G_192286__46__1;G_9200__46__1;G_401494__46__1;G_201562__46__1;G_51495__46__1,M00707[c] --> M03018[c] + h2o[c]
HMR_2484,HMR_2484,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,3992.1;3995.1;9415.1,G_3992__46__1;G_3995__46__1;G_9415__46__1,eicostetcoa[c] + h[c] + nadph[c] + o2[c] --> 2.0 h2o[c] + nadp[c] + tmndnccoa[c]
HMR_2472,HMR_2472,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,3992.1;3995.1;9415.1,G_3992__46__1;G_3995__46__1;G_9415__46__1,h[c] + lnlncacoa[c] + nadph[c] + o2[c] --> 2.0 h2o[c] + nadp[c] + strdnccoa[c]
HMR_2542,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,192286.1;9200.1;401494.1;201562.1;51495.1,G_192286__46__1;G_9200__46__1;G_401494__46__1;G_201562__46__1;G_51495__46__1,M00712[c] --> M03006[c] + h2o[c]
GTHRDtr,Glutathione Transport via Diffusion,"Transport, endoplasmic reticular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,0,,,gthrd[c] <=> gthrd[r]
HMR_2662,Carnitine O-Acetyltransferase,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,1376.1;1384.1,G_1376__46__1;G_1384__46__1,coa[m] + vacccrn[m] <=> crn[m] + vacccoa[m]
HMR_2667,HMR_2667,"Transport, mitochondrial",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,114571.1;6583.1;123096.1;6580.1;788.1,G_114571__46__1;G_6583__46__1;G_123096__46__1;G_6580__46__1;G_788__46__1,crn[m] + elaidcrn[c] <=> crn[c] + elaidcrn[m]
H8TAer,"H8 Transamidase, Endoplasmic Reticulum",Phosphatidylinositol phosphate metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,10026.1;8733.1;128869.1;94005.1;51604.1,G_10026__46__1;G_8733__46__1;G_128869__46__1;G_94005__46__1;G_51604__46__1,gpi_hs[r] + pre_prot[r] --> gpi_prot_hs[r] + gpi_sig[r]
HACD1m,"3-Hydroxyacyl Coenzyme A Dehydrogenase (Acetoacetyl Coenzyme A), Mitochondrial",Tryptophan metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,4,3030.1;3032.1;3033.1;3028.1,G_3030__46__1;G_3032__46__1;G_3033__46__1;G_3028__46__1,aacoa[m] + h[m] + nadh[m] <=> 3hbcoa[m] + nad[m]
HACD1x,"3-Hydroxyacyl Coenzyme A Dehydrogenase (Acetoacetyl Coenzyme A), Peroxisomal",Tryptophan metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,3295.1;1962.1,G_3295__46__1;G_1962__46__1,aacoa[x] + h[x] + nadh[x] <=> 3hbcoa[x] + nad[x]
HACD9m,"3-Hydroxyacyl Coenzyme A Dehydrogenase (2-Methylacetoacetyl Coenzyme A), Mitochondrial","Valine, leucine, and isoleucine metabolism",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,3,3028.1;3033.1;1962.1,G_3028__46__1;G_3033__46__1;G_1962__46__1,3hmbcoa[m] + nad[m] <=> 2maacoa[m] + h[m] + nadh[m]
HAS1,Hyaluronan Synthase,Hyaluronan metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,4,3038.2;3037.1;3036.1;3038.1,G_3038__46__2;G_3037__46__1;G_3036__46__1;G_3038__46__1,uacgam[c] + udpglcur[c] --> 2.0 h[c] + ha_pre1[e] + 2.0 udp[c]
HAS2,Hyaluronan Synthase,Hyaluronan metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,4,3038.2;3037.1;3036.1;3038.1,G_3038__46__2;G_3037__46__1;G_3036__46__1;G_3038__46__1,ha_pre1[e] + uacgam[c] + udpglcur[c] --> 2.0 h[c] + ha[e] + 2.0 udp[c]
HAtly,"Hyaluronan Transport, Extracellular to Lysosome","Transport, lysosomal",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,0,,,ha[e] --> ha[l]
HCO3_CLt,Bicarbonate Transport (Cl-/Hco3- Exchange),"Transport, extracellular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,6508.1;6522.1;83697.1;6521.1;6508.2,G_6508__46__1;G_6522__46__1;G_83697__46__1;G_6521__46__1;G_6508__46__2,cl[c] + hco3[e] <=> cl[e] + hco3[c]
HDCAtr,Fatty Acid Transport via Diffusion,"Transport, extracellular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,1,10998.1,G_10998__46__1,hdca[e] <=> hdca[c]
HESTRATRIOLte,Hydroxylated Estrogen Derivative Transport,"Transport, extracellular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,0,,,hestratriol[c] <=> hestratriol[e]
HEX10,Hexokinase (D-Glucosamine:ATP),Aminosugar metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,11,3098.5;2645.1;3099.1;3098.3;2645.2;80201.1;3098.2;2645.3;3098.1;3098.4,G_3098__46__5;G_2645__46__1;G_3099__46__1;G_3098__46__3;G_2645__46__2;G_80201__46__1;G_3098__46__2;G_2645__46__3;G_3098__46__1;G_3098__46__4,atp[c] + gam[c] --> adp[c] + gam6p[c] + h[c]
HEX4,Hexokinase (D-Mannose:ATP),Fructose and mannose metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,11,3098.5;2645.1;3099.1;3098.3;2645.2;80201.1;3098.2;2645.3;3098.1;3098.4,G_3098__46__5;G_2645__46__1;G_3099__46__1;G_3098__46__3;G_2645__46__2;G_80201__46__1;G_3098__46__2;G_2645__46__3;G_3098__46__1;G_3098__46__4,atp[c] + man[c] --> adp[c] + h[c] + man6p[c]
HEXCCOAtx,Fatty Acid Intracellular Transport,"Transport, peroxisomal",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,0,,,hexccoa[c] <=> hexccoa[x]
HMR_2436,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,9524.1;253017.1,G_9524__46__1;G_253017__46__1,M03008[c] + h[c] + nadph[c] --> M00023[c] + nadp[c]
HIBDm,"3-Hydroxyisobutyrate Dehydrogenase, Mitochondrial","Valine, leucine, and isoleucine metabolism",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,1,11112.1,G_11112__46__1,3hmp[m] + nad[m] <=> 2mop[m] + h[m] + nadh[m]
HISt4,L-Histidine Transport in via Sodium Symport,"Transport, extracellular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,54407.1;11254.1,G_54407__46__1;G_11254__46__1,his_L[e] + na1[e] --> his_L[c] + na1[c]
HISTASE,Histaminase,Histidine metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,314.2;314.1,G_314__46__2;G_314__46__1,h2o[c] + hista[c] + o2[c] --> h2o2[c] + im4act[c] + nh4[c]
H7_TAer,"H7' Transamidase, Endoplasmic Reticulum",Phosphatidylinositol phosphate metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,5,10026.1;8733.1;128869.1;94005.1;51604.1,G_10026__46__1;G_8733__46__1;G_128869__46__1;G_94005__46__1;G_51604__46__1,em2emgacpail_hs[r] + pre_prot[r] --> em2emgacpail_prot_hs[r] + gpi_sig[r]
HISTAtu,Histamine Uniport,"Transport, extracellular",0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,4,6582.2;6582.1;6581.1;6584.1,G_6582__46__2;G_6582__46__1;G_6581__46__1;G_6584__46__1,hista[e] <=> hista[c]
H7MTer_L,"H7 Mannosyltransferase, Endoplasmic Reticulum",Phosphatidylinositol phosphate metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,1,80235.1,G_80235__46__1,0.1 dolmanp_L[r] + em2emgacpail_hs[r] --> 0.1 dolp_L[r] + h[r] + mem2emgacpail_hs[r]
H6_ETer,"H6' Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",Phosphatidylinositol phosphate metabolism,0.029528056441593797,0.029528056441593797,1.0,100.0,MINIMAL,optimal,2,23556.1;23556.2,G_23556__46__1;G_23556__46__2,em3gacpail_hs[r] + pe_hs[r] --> dag_hs[r] + em2emgacpail_hs[r]
