reaction_id,reaction_name,subsystem,knockout_flux,baseline_flux,flux_ratio,growth_pct,impact,status,num_genes,gene_ids,gene_names,equation
SMS,Sphingomyelin Synthase (Homo Sapiens),Sphingolipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,259230.1,G_259230__46__1,crm_hs[c] + pchol_hs[c] --> dag_hs[c] + sphmyln_hs[c]
SERPT,Serine C-Palmitoyltransferase,Sphingolipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,3,55304.1;10558.1;9517.1,G_55304__46__1;G_10558__46__1;G_9517__46__1,h[c] + pmtcoa[c] + ser_L[c] --> 3dsphgn[c] + co2[c] + coa[c]
OMPDC,Orotidine-5'-Phosphate Decarboxylase,Pyrimidine synthesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,7372.1,G_7372__46__1,h[c] + orot5p[c] --> co2[c] + ump[c]
GMAND,GDP-D-Mannose Dehydratase,Fructose and mannose metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,2762.1,G_2762__46__1,gdpmann[c] --> gdpddman[c] + h2o[c]
GALU,UTP-Glucose-1-Phosphate Uridylyltransferase,Galactose metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,7360.1;7360.2,G_7360__46__1;G_7360__46__2,g1p[c] + h[c] + utp[c] <=> ppi[c] + udpg[c]
ENO,Enolase,Glycolysis/gluconeogenesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,2027.1;2027.2;2023.1;2026.1,G_2027__46__1;G_2027__46__2;G_2023__46__1;G_2026__46__1,2pg[c] <=> h2o[c] + pep[c]
DHORTS,Dihydroorotase,Pyrimidine synthesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,790.1,G_790__46__1,dhor_S[c] + h2o[c] <=> cbasp[c] + h[c]
CBPS,Carbamoyl-Phosphate Synthase (Glutamine-Hydrolysing),Pyrimidine synthesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,790.1,G_790__46__1,2.0 atp[c] + gln_L[c] + h2o[c] + hco3[c] --> 2.0 adp[c] + cbp[c] + glu_L[c] + 2.0 h[c] + pi[c]
RTOTAL2t,Rtotal2 Transport,"Transport, extracellular",0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,0,,,Rtotal2[e] <=> Rtotal2[c]
HMR_0541,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,dcsptn1coa[c] + glyc3p[c] --> M00451[c] + coa[c]
HMR_0521,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M02112[c] + glyc3p[c] --> M00483[c] + coa[c]
GPAM_hs,Glycerol-3-Phosphate Acyltransferase,Triacylglycerol synthesis,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,2,129642.1;57678.1,G_129642__46__1;G_57678__46__1,Rtotalcoa[c] + glyc3p[c] --> alpa_hs[c] + coa[c] + 2.0 h[c]
HMR_0519,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + nrvnccoa[c] --> M00449[c] + coa[c]
HMR_0510,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M01236[c] + glyc3p[c] --> M00468[c] + coa[c]
HMR_0511,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00123[c] + glyc3p[c] --> M00465[c] + coa[c]
HMR_0520,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + hexccoa[c] --> M00482[c] + coa[c]
HMR_0509,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,CE5151[c] + glyc3p[c] --> M00442[c] + coa[c]
HMR_0513,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M02052[c] + glyc3p[c] --> M00480[c] + coa[c]
HMR_0514,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,docoscoa[c] + glyc3p[c] --> M00477[c] + coa[c]
HMR_0515,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,CE5155[c] + glyc3p[c] --> M00446[c] + coa[c]
HMR_0512,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00101[c] + glyc3p[c] --> M00453[c] + coa[c]
RTOTAL2FATPc,Uptake of Rtotal2,"Transport, extracellular",0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,10999.1,G_10999__46__1,Rtotal2[e] + atp[c] + coa[c] --> Rtotal2coa[c] + amp[c] + ppi[c]
HMR_0517,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M03047[c] + glyc3p[c] --> M00501[c] + coa[c]
HMR_0516,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,M00006[c] + glyc3p[c] --> M00441[c] + coa[c]
RTOTALFATPc,Uptake of Rtotal,"Transport, extracellular",0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,1,10999.1,G_10999__46__1,Rtotal[e] + atp[c] + coa[c] --> Rtotalcoa[c] + amp[c] + ppi[c]
HMR_0518,Glycerol-3-Phosphate 1-O-Acyltransferase,Glycerophospholipid metabolism,0.0,0.029528056441593797,0.0,0.0,LETHAL,optimal,4,84803.1;57678.1;150763.1;137964.1,G_84803__46__1;G_57678__46__1;G_150763__46__1;G_137964__46__1,glyc3p[c] + ttccoa[c] --> M00500[c] + coa[c]
PSSA1_hs,Phosphatidylserine Synthase Homo Sapiens,Glycerophospholipid metabolism,0.0016792124923366678,0.029528056441593797,0.05686837180286936,5.686837180286936,SIGNIFICANT,optimal,1,9791.1,G_9791__46__1,pchol_hs[c] + ser_L[c] <=> chol[c] + ps_hs[c]
HMR_9817,HMR_9817,Protein degradation,0.026919183791766218,0.029528056441593797,0.911647667871812,91.1647667871812,MINIMAL,optimal,0,,,52.0 atp[c] + 52.0 h2o[c] + trdrd[c] --> 52.0 adp[c] + 8.0 ala_L[c] + 3.0 asn_L[c] + 7.0 asp_L[c] + 5.0 cys_L[c] + 5.0 gln_L[c] + 10.0 glu_L[c] + 5.0 gly[c] + his_L[c] + 4.0 ile_L[c] + 6.0 leu_L[c] + 12.0 lys_L[c] + 3.0 met_L[c] + 9.0 phe_L[c] + 52.0 pi[c] + 3.0 pro_L[c] + 7.0 ser_L[c] + 4.0 thr_L[c] + trp_L[c] + tyr_L[c] + 11.0 val_L[c]
r1294,Mtrx Protein Assembly,Exchange/demand reaction,0.02691918379299036,0.029528056441593797,0.9116476679132688,91.16476679132688,MINIMAL,optimal,1,25828.1,G_25828__46__1,11.0 ala_L[c] + 9.0 arg_L[c] + 4.0 asn_L[c] + 12.0 asp_L[c] + 664.0 atp[c] + 3.0 cys_L[c] + 10.0 gln_L[c] + 6.0 glu_L[c] + 10.0 gly[c] + 664.0 h2o[c] + 3.0 his_L[c] + 9.0 ile_L[c] + 15.0 leu_L[c] + 11.0 lys_L[c] + 4.0 met_L[c] + 6.0 phe_L[c] + 12.0 pro_L[c] + 8.0 ser_L[c] + 12.0 thr_L[c] + 2.0 trp_L[c] + 2.0 tyr_L[c] + 17.0 val_L[c] --> 498.0 adp[c] + 166.0 amp[c] + 498.0 pi[c] + 166.0 ppi[c] + trdrd[c]
r1599,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056424590207,0.029528056441593797,0.9999999994241549,99.99999994241549,MINIMAL,optimal,1,8140.1,G_8140__46__1,met_L[e] + tyr_L[c] <=> met_L[c] + tyr_L[e]
RE3525M,Arachidonate 12-Lipoxygenase,Arachidonic acid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,0,,,2.0 C04805[m] + o2[m] --> 2.0 leuktrB4[m]
RE3485C,Arachidonate 5-Lipoxygenase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,0,,,o2[c] + tmndnc[c] --> CE6508[c]
RE3520E,Glutathione Peroxidase,Arachidonic acid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,4,2878.1;2880.1;257202.1;2882.1,G_2878__46__1;G_2880__46__1;G_257202__46__1;G_2882__46__1,12HPET[e] <=> C04849[e]
RE3470C,Carbonyl Reductase (NADPH),Arachidonic acid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,2,873.1;874.1,G_873__46__1;G_874__46__1,leuktrB4[c] + nadp[c] <=> CE7097[c] + h[c] + nadph[c]
RE3475C,Arachidonate 5-Lipoxygenase,Arachidonic acid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,0,,,2.0 C04805[c] + o2[c] --> 2.0 CE7096[c]
RE3476C,Carbonyl Reductase (NADPH),Arachidonic acid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,2,873.1;874.1,G_873__46__1;G_874__46__1,C04805[c] + nadp[c] <=> CE2084[c] + h[c] + nadph[c]
RE3469C,RE3469C,Arachidonic acid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,0,,,CE7097[c] <=> CE5178[c]
RE3488R,Prostaglandin-Endoperoxide Synthase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,2,5743.1;5742.1,G_5743__46__1;G_5742__46__1,o2[r] + tmndnc[r] --> CE7091[r]
RE3434R,Leukotriene-B4 20-Monooxygenase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,3,4051.1;126410.1;8529.1,G_4051__46__1;G_126410__46__1;G_8529__46__1,CE4988[r] + h[r] + nadph[r] + o2[r] --> CE4989[r] + h2o[r] + nadp[r]
RE3496C,Prostaglandin-E Synthase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,0,,,CE7088[c] <=> HC02213[c]
RE3496N,Prostaglandin-E Synthase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,1,10728.1,G_10728__46__1,CE7088[n] <=> HC02213[n]
RE3431C,RE3431C,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,0,,,CE4987[c] <=> CE4988[c]
RE3432C,Carbonyl Reductase (NADPH),Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,2,873.1;874.1,G_873__46__1;G_874__46__1,CE5944[c] + h[c] + nadph[c] <=> CE4987[c] + nadp[c]
RE3432X,Carbonyl Reductase (NADPH),Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,1,10901.1,G_10901__46__1,CE5944[x] + h[x] + nadph[x] <=> CE4988[x] + nadp[x]
RE3446R,Long-Chain-Fatty-Acid- Coenzyme A Ligase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,6,23305.1;2182.1;2180.1;11001.1;51703.1;2181.1,G_23305__46__1;G_2182__46__1;G_2180__46__1;G_11001__46__1;G_51703__46__1;G_2181__46__1,CE4988[r] + atp[r] + coa[r] <=> CE5969[r] + amp[r] + ppi[r]
RE3435R,Leukotriene-B4 20-Monooxygenase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,3,4051.1;126410.1;8529.1,G_4051__46__1;G_126410__46__1;G_8529__46__1,CE5945[r] + h[r] + nadph[r] + o2[r] --> CE5946[r] + h2o[r] + nadp[r]
RE3436R,Leukotriene-B4 20-Monooxygenase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,3,4051.1;126410.1;8529.1,G_4051__46__1;G_126410__46__1;G_8529__46__1,CE4989[r] + h[r] + nadph[r] + o2[r] --> CE5945[r] + h2o[r] + nadp[r]
RE3437C,RE3437C,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,0,,,CE5946[c] <=> CE5947[c] + h2o[c] + h[c]
RE3493C,RE3493C,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,0,,,CE6508[c] + 2.0 h[c] <=> CE7085[c] + h2o[c]
RE3446M,Long-Chain-Fatty-Acid- Coenzyme A Ligase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,5,23305.1;2182.1;2180.1;51703.1;2181.1,G_23305__46__1;G_2182__46__1;G_2180__46__1;G_51703__46__1;G_2181__46__1,CE4988[m] + atp[m] + coa[m] <=> CE5969[m] + amp[m] + ppi[m]
RE3446X,Long-Chain-Fatty-Acid- Coenzyme A Ligase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,6,23305.1;2182.1;2180.1;11001.1;51703.1;2181.1,G_23305__46__1;G_2182__46__1;G_2180__46__1;G_11001__46__1;G_51703__46__1;G_2181__46__1,CE4988[x] + atp[x] + coa[x] <=> CE5969[x] + amp[x] + ppi[x]
RE3446C,Long-Chain-Fatty-Acid- Coenzyme A Ligase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,1,23305.1,G_23305__46__1,CE4987[c] + atp[c] + coa[c] <=> CE5969[c] + amp[c] + ppi[c]
RE3562C,Long-Chain-Fatty-Acid- Coenzyme A Ligase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,1,23305.1,G_23305__46__1,atp[c] + coa[c] + leuktrB4wcooh[c] <=> CE6182[c] + amp[c] + ppi[c]
RE3562R,Long-Chain-Fatty-Acid- Coenzyme A Ligase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,6,23305.1;2182.1;2180.1;11001.1;51703.1;2181.1,G_23305__46__1;G_2182__46__1;G_2180__46__1;G_11001__46__1;G_51703__46__1;G_2181__46__1,atp[r] + coa[r] + leuktrB4wcooh[r] <=> CE6182[r] + amp[r] + ppi[r]
r0661,(S)-3-Hydroxydodecanoyl Coenzyme A Hydro-Lyase,Fatty acid oxidation,0.02952805642459035,0.029528056441593797,0.9999999994241596,99.99999994241597,MINIMAL,optimal,3,3030.1;1892.1;1962.1,G_3030__46__1;G_1892__46__1;G_1962__46__1,dd2coa[x] + h2o[x] --> 3hddcoa[x]
RE3597X,Carbonyl Reductase (NADPH),Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,1,10901.1,G_10901__46__1,h[x] + leuktrB4wcooh[x] + nadph[x] <=> CE5947[x] + nadp[x]
RE3597M,Carbonyl Reductase (NADPH),Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,1,10901.1,G_10901__46__1,h[m] + leuktrB4wcooh[m] + nadph[m] <=> CE5947[m] + nadp[m]
RE3597C,Carbonyl Reductase (NADPH),Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,2,873.1;874.1,G_873__46__1;G_874__46__1,h[c] + leuktrB4wcooh[c] + nadph[c] <=> CE5947[c] + nadp[c]
r2122,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,"Transport, extracellular",0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,1,6566.1,G_6566__46__1,but[c] + ppa[e] <=> but[e] + ppa[c]
RE3570C,RE3570C,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,0,,,CE6230[c] + 2.0 h[c] <=> CE2537[c] + h2o[c]
RE3587C,Prostaglandin-E Synthase,Eicosanoid metabolism,0.029528056424590353,0.029528056441593797,0.9999999994241597,99.99999994241597,MINIMAL,optimal,0,,,CE6234[c] <=> prostge1[c]
HMR_0168,Butyrate Coenzyme A Ligase,Fatty acid synthesis,0.02952805642956057,0.029528056441593797,0.9999999995924816,99.99999995924817,MINIMAL,optimal,6,6296.1;54988.1;348158.1;116285.1;123876.1;341392.1,G_6296__46__1;G_54988__46__1;G_348158__46__1;G_116285__46__1;G_123876__46__1;G_341392__46__1,atp[c] + caproic[c] + coa[c] <=> amp[c] + hxcoa[c] + ppi[c]
HMR_0184,Butyrate Coenzyme A Ligase,Fatty acid synthesis,0.02952805642956057,0.029528056441593797,0.9999999995924816,99.99999995924817,MINIMAL,optimal,6,6296.1;54988.1;348158.1;116285.1;123876.1;341392.1,G_6296__46__1;G_54988__46__1;G_348158__46__1;G_116285__46__1;G_123876__46__1;G_341392__46__1,M03117[c] + atp[c] + coa[c] <=> M03116[c] + amp[c] + ppi[c]
HMR_0185,HMR_0185,"Transport, mitochondrial",0.02952805642956057,0.029528056441593797,0.9999999995924816,99.99999995924817,MINIMAL,optimal,0,,,M03116[c] <=> M03116[m]
HMR_0183,HMR_0183,"Transport, extracellular",0.02952805642956057,0.029528056441593797,0.9999999995924816,99.99999995924817,MINIMAL,optimal,14,2171.1;10999.1;2172.1;376497.1;2167.1;11000.1;646486.1;948.1;2170.1;2168.1,G_2171__46__1;G_10999__46__1;G_2172__46__1;G_376497__46__1;G_2167__46__1;G_11000__46__1;G_646486__46__1;G_948__46__1;G_2170__46__1;G_2168__46__1,M03117[e] <=> M03117[c]
HMR_0170,HMR_0170,"Transport, extracellular",0.02952805642956057,0.029528056441593797,0.9999999995924816,99.99999995924817,MINIMAL,optimal,14,2171.1;10999.1;2172.1;376497.1;2167.1;11000.1;646486.1;948.1;2170.1;2168.1,G_2171__46__1;G_10999__46__1;G_2172__46__1;G_376497__46__1;G_2167__46__1;G_11000__46__1;G_646486__46__1;G_948__46__1;G_2170__46__1;G_2168__46__1,M02108[e] <=> M02108[c]
HMR_0171,Butyrate Coenzyme A Ligase,Fatty acid synthesis,0.02952805642956057,0.029528056441593797,0.9999999995924816,99.99999995924817,MINIMAL,optimal,6,6296.1;54988.1;348158.1;116285.1;123876.1;341392.1,G_6296__46__1;G_54988__46__1;G_348158__46__1;G_116285__46__1;G_123876__46__1;G_341392__46__1,M02108[c] + atp[c] + coa[c] <=> M02107[c] + amp[c] + ppi[c]
HMR_0172,HMR_0172,"Transport, mitochondrial",0.02952805642956057,0.029528056441593797,0.9999999995924816,99.99999995924817,MINIMAL,optimal,0,,,M02107[c] <=> M02107[m]
HMR_0176,HMR_0176,"Transport, extracellular",0.02952805642956057,0.029528056441593797,0.9999999995924816,99.99999995924817,MINIMAL,optimal,14,2171.1;10999.1;2172.1;376497.1;2167.1;11000.1;646486.1;948.1;2170.1;2168.1,G_2171__46__1;G_10999__46__1;G_2172__46__1;G_376497__46__1;G_2167__46__1;G_11000__46__1;G_646486__46__1;G_948__46__1;G_2170__46__1;G_2168__46__1,C01601[e] <=> C01601[c]
HMR_0180,Butyrate Coenzyme A Ligase,Fatty acid synthesis,0.02952805642956057,0.029528056441593797,0.9999999995924816,99.99999995924817,MINIMAL,optimal,6,6296.1;54988.1;348158.1;116285.1;123876.1;341392.1,G_6296__46__1;G_54988__46__1;G_348158__46__1;G_116285__46__1;G_123876__46__1;G_341392__46__1,atp[c] + coa[c] + dca[c] <=> amp[c] + dcacoa[c] + ppi[c]
r1660,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056438581588,0.029528056441593797,0.9999999998979883,99.99999998979882,MINIMAL,optimal,1,8140.1,G_8140__46__1,hom_L[c] + thr_L[e] <=> hom_L[e] + thr_L[c]
r1644,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,leu_L[e] + val_L[c] <=> leu_L[c] + val_L[e]
r1649,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,pro_L[e] + val_L[c] <=> pro_L[c] + val_L[e]
r1652,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,ile_L[c] + pro_L[e] <=> ile_L[e] + pro_L[c]
r1648,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,asn_L[c] + pro_L[e] <=> asn_L[e] + pro_L[c]
r1647,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,ile_L[c] + leu_L[e] <=> ile_L[e] + leu_L[c]
r1646,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,hom_L[c] + leu_L[e] <=> hom_L[e] + leu_L[c]
r1645,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,leu_L[e] + thr_L[c] <=> leu_L[c] + thr_L[e]
r1643,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,asn_L[c] + leu_L[e] <=> asn_L[e] + leu_L[c]
r1650,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,pro_L[e] + thr_L[c] <=> pro_L[c] + thr_L[e]
r1642,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,leu_L[e] + pro_L[c] <=> leu_L[c] + pro_L[e]
r1641,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,cys_L[e] + ile_L[c] <=> cys_L[c] + ile_L[e]
r1653,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,asn_L[e] + val_L[c] <=> asn_L[c] + val_L[e]
r1651,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,"Transport, extracellular",0.029528056439815775,0.029528056441593797,0.9999999999397853,99.99999999397853,MINIMAL,optimal,1,8140.1,G_8140__46__1,hom_L[c] + pro_L[e] <=> hom_L[e] + pro_L[c]
r0859,Postulated Transport Reaction,Purine catabolism,0.029528056441312723,0.029528056441593797,0.9999999999904812,99.99999999904811,MINIMAL,optimal,0,,,adp[l] + atp[c] --> adp[c] + atp[l]
r0871,Diffusion,"Transport, extracellular",0.029528056441312723,0.029528056441593797,0.9999999999904812,99.99999999904811,MINIMAL,optimal,0,,,pydx5p[e] <=> pydx5p[c]
r0860,Utilized Transport,Purine catabolism,0.029528056441312723,0.029528056441593797,0.9999999999904812,99.99999999904811,MINIMAL,optimal,0,,,adp[c] + atp[x] <=> adp[x] + atp[c]
r0836,Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2,"Transport, mitochondrial",0.029528056441312723,0.029528056441593797,0.9999999999904812,99.99999999904811,MINIMAL,optimal,1,1468.1,G_1468__46__1,HC00319[c] + so3[m] <=> HC00319[m] + so3[c]
r0830,Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2,"Transport, mitochondrial",0.029528056441312723,0.029528056441593797,0.9999999999904812,99.99999999904811,MINIMAL,optimal,1,1468.1,G_1468__46__1,so3[m] + succ[c] <=> so3[c] + succ[m]
r0835,Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2,"Transport, mitochondrial",0.029528056441312723,0.029528056441593797,0.9999999999904812,99.99999999904811,MINIMAL,optimal,1,1468.1,G_1468__46__1,HC00319[c] + so4[m] <=> HC00319[m] + so4[c]
